time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1711545085622075000,16.051074951171874,-0.9287936687469482,-0.36959511041641235,-0.006440871860831976,0.026463087648153305,-0.04335391893982887,-0.7562717795372009,3.067399501800537
1711545085632073500,16.061073486328127,-0.9281257390975952,-0.3713265061378479,-0.005567262880504131,0.025850100442767143,-0.0407576821744442,-0.7600911855697632,3.06961989402771
1711545085642075100,16.0710751953125,-0.9266927242279053,-0.3749600350856781,-0.004173662513494492,0.02506309002637863,-0.03689426928758621,-0.7680531144142151,3.0726044178009033
1711545085652075000,16.081074951171875,-0.9247145652770996,-0.37986311316490173,-0.0038369710091501474,0.024335812777280807,-0.035949546843767166,-0.7786839008331299,3.0742197036743164
1711545085662060500,16.091060546875,-0.9230665564537048,-0.38391488790512085,-0.004253235179930925,0.02322610281407833,-0.036408133804798126,-0.7874560356140137,3.076153516769409
1711545085672065000,16.10106494140625,-0.9214776158332825,-0.38777729868888855,-0.0058834850788116455,0.021752161905169487,-0.0396152101457119,-0.7957665920257568,3.077737808227539
1711545085682075400,16.111075439453124,-0.9228861331939697,-0.3845464289188385,-0.009799136780202389,0.0175832100212574,-0.044867005199193954,-0.7887041568756104,3.0848183631896973
1711545085692093000,16.121093017578126,-0.9240076541900635,-0.3819013237953186,-0.011409493163228035,0.015199592337012291,-0.046142999082803726,-0.7830051183700562,3.0896451473236084
1711545085702076700,16.13107666015625,-0.925212025642395,-0.37903013825416565,-0.012506697326898575,0.012746268883347511,-0.04601885750889778,-0.776865541934967,3.0952064990997314
1711545085712075300,16.1410751953125,-0.9263476729393005,-0.37629666924476624,-0.013126958161592484,0.0104153947904706,-0.04485578089952469,-0.7710513472557068,3.1008999347686768
